year,class,question_set,description,test_number,function,func_arg_list,in_list,exp_out_list,return_values
2023,8,12,"simplecalculator",1,ex3a,"[12,12,'*']","[]","['144\n']","[None]"
2023,8,12,"simplecalculator",1,ex3,"[]","[5,6,'*']","['30\n']","[None]"
2023,8,12,"simplecalculator",1,ex3,"[]","[13,10,'%']","['3\n']","[None]"
2023,8,12,"grade_avg",1,ex4a,"[90]","[]","['הצטיינות יתרה\n']","[None]"
2023,8,12,"grade_avg",1,ex4a,"[75]","[]","['טוב מאוד\n']","[None]"
2023,8,12,"grade_avg",1,ex4a,"[42]","[]","['יש לשפר השגים\n']","[None]"
2023,8,12,"grade_avg",1,ex4,"[]","[100]","['הצטיינות יתרה\n']","[None]"
2023,8,12,"animal_legs",1,how_many_legs,"['dog']","[]","[]","[4]"
2023,8,12,"animal_legs",1,how_many_legs,"['ant']","[]","[]","[6]"
2023,8,12,"animal_legs",1,how_many_legs,"['lion']","[]","[]","[-1]"
2023,8,12,"animal_legs",1,ex5,"[]","['cat']","['4\n']","[None]"
2023,8,12,"simplecalculator",1,ex6a,"[2,8]","[]","[]","[10,6,16,4]"
2023,8,12,"simplecalculator",1,ex6b,"[]","[2,8]","['10 6 16 4\n']","[None]"
2023,8,12,"simplecalculator",1,ex6b,"[]","[4,8]","['12 4 32 2\n']","[None]"
2023,8,12,"monthyear",1,ex7a,"[4,2009]","[]","[]","[True]"
2023,8,12,"monthyear",1,ex7a,"[8,2009]","[]","[]","[False]"
2023,8,12,"monthyear",1,ex7a,"[4,2010]","[]","[]","[False]"
2023,8,12,"monthyear",1,ex7b,[],"[4,2009,'male',6,2009,'male',3,2009,'male',11,2009,'male']","['3 0\n']","[None]"
2023,8,12,"monthyear",1,ex7b,[],"[4,2009,'female',6,2009,'female',10,2009,'female',1,2009,'male']","['1 2\n']","[None]"
2023,8,12,"age_15_18",1,ex8a,"[12]","[]","[]","[False]"
2023,8,12,"age_15_18",1,ex8a,"[18]","[]","[]","[True]"
2023,8,12,"age_15_18",1,ex8b,"[]","[10,2,15,4,16,5,17,4]","['3\n']","[None]"
2023,8,12,"age_15_18",1,ex8b,"[]","[10,2,15,2,16,5,17,4]","['2\n']","[None]"
2023,8,12,"female_male",1,ex9a,"['male','male']","[]","[]","['m']"
2023,8,12,"female_male",1,ex9a,"['male','female']","[]","[]","['v']"
2023,8,12,"female_male",1,ex9a,"['female','female']","[]","[]","['f']"
2023,8,12,"female_male",1,ex9b,"[]","['female','female','male','male','male','male','male','male']","['males\n']","[None]"
2023,8,12,"female_male",1,ex9b,"[]","['female','female','female','female','female','female','male','male']","['females\n']","[None]"
2023,8,12,"female_male",1,ex9b,"[]","['female','female','female','female','male','male','male','male']","['equal\n']","[None]"
2023,8,13,"exists",1,ex5,"[]","['ron','dan','mor','uri','tamar','adi','mor']","['לא נוכל לשבצך בכיתה זו\n']","[None]"
2023,8,13,"exists",1,ex5,"[]","['ron','dan','mor','uri','tamar','adi','noa']","[['ron','dan','mor','uri','tamar','adi','noa']]","[None]"
2023,8,13,"5prices",1,ex6,"[]","[10,20,15,40,15]","['100\n']","[None]"
2023,8,13,"avg",1,ex7,"[]","[85,80,95,50,70,100,80]","['avg: 80\n','above avg: ','85 ', '95 ', '100 ','\n','below 60: ','50 ' ]","[None]"
2023,8,13,"avg",1,ex7,"[]","[80,80,99,98,97,97,100]","['avg: 93\n','above avg: ','99 ', '98 ','97 ','97 ', '100 ','\n','below 60: ','\n','הצטיינות יתרה\n']","[None]"
2023,8,13,"avg",1,ex8,"[]","[180,190,200,200,200,210,220]","['sum: 1400\n','avg: 200\n','above avg: 2\n']","[None]"
2023,8,13,"avg",1,ex8,"[]","[280,290,300,300,300,310,320]","['sum: 2100\n','avg: 300\n','above avg: 2\n']","[None]"
2023,8,13,"listoflist",1,ex101,"[6]","[]","['[0, 0, 0, 1, 1, 1]\n']","[None]"
2023,8,13,"listoflist",1,ex102,"[]","[12.1,12.2,12.3,12.4,12.6,12.6,12.7]","['4\n']","[None]"
2023,8,13,"listoflist",1,ex102,"[]","[1,2,3,4,5,6,7]","['3\n']","[None]"
2023,8,13,"listoflist",1,ex103,"[]","[4,100,90,80,100]","['2\n']","[None]"
2023,8,13,"listoflist",1,ex103,"[]","[5,100,90,80,100,95]","['3\n']","[None]"
2023,8,13,"twolists",1,ex104,"[[2,4,6,8,10]]","[]","['True\n']","[None]"
2023,8,13,"twolists",1,ex104,"[[2,4,6,5,10]]","[]","['False\n']","[None]"
2023,8,13,"twolists",1,ex106,"[]","['tomer',90,95,'dan',88,80,'maor',92,98]","['tomer 90 95 final:95\n','dan 88 80 final:88\n','maor 92 98 final:98\n']","[None]"
2023,8,13,"twolists",1,ex106,"[]","['orit',85,95,'limor',94,70]","['orit 85 95 final:95\n','limor 94 70 final:94\n']","[None]"
2023,8,13,"twolists",1,ex107,"[[80,70,60,50,52,90,92,55,80,70]]","[]","['[80, 70, 60, 90, 92 ,80 ,70]','[50, 52 ,55]']","[None]"
2023,8,15,"calc_tuple",1,ex2a,"[10,12]","[]","[]","[(22,120,2)]"
2023,8,15,"calc_tuple",1,ex2b,"[]","[10,14]","['22,120,2']","[None]"
2024,11,102,"strings",1,donuts,"[4]","[]","['Number of donuts: 4\n']","[None]"
2024,11,102,"strings",2,donuts,"[9]","[]","['Number of donuts: 9\n']","[None]"
2024,11,102,"strings",3,donuts,"[10]","[]","['Number of donuts: many\n']","[None]"
2024,11,102,"strings",4,donuts,"[99]","[]","['Number of donuts: many\n']","[None]"
2024,11,102,"strings",5,both_ends,"['spring']","[]","['spng\n']","[None]"
2024,11,102,"strings",6,both_ends,"['Hello']","[]","['Helo\n']","[None]"
2024,11,102,"strings",7,both_ends,"['a']","[]","['\n']","[None]"
2024,11,102,"strings",8,both_ends,"['xyz']","[]","['xyyz\n']","[None]"
2024,11,102,"strings",9,fix_start,"['babble']","[]","['ba**le\n']","[None]"
2024,11,102,"strings",10,fix_start,"['aardvark']","[]","['a*rdv*rk\n']","[None]"
2024,11,102,"strings",11,fix_start,"['google']","[]","['goo*le\n']","[None]"
2024,11,102,"strings",12,fix_start,"['donut']","[]","['donut\n']","[None]"
2024,11,102,"strings",13,mix_up,"['mix', 'pod']","[]","['pox mid\n']","[None]"
2024,11,102,"strings",14,mix_up,"['dog', 'dinner']","[]","['dig donner\n']","[None]"
2024,11,102,"strings",15,mix_up,"['gnash', 'sport']","[]","['spash gnort\n']","[None]"
2024,11,102,"strings",16,mix_up,"['pezzy', 'firm']","[]","['fizzy perm\n']","[None]"
2024,11,102,"strings",17,verbing,"['hail']","[]","['hailing\n']","[None]"
2024,11,102,"strings",18,verbing,"['swiming']","[]","['swimingly\n']","[None]"
2024,11,102,"strings",19,verbing,"['do']","[]","['do\n']","[None]"
2024,11,102,"strings",20,not_bad,"['This movie is not so bad']","[]","['This movie is good\n']","[None]"
2024,11,102,"strings",21,not_bad,"['This dinner is not that bad!']","[]","['This dinner is good!\n']","[None]"
2024,11,102,"strings",22,not_bad,"['This tea is not hot']","[]","['This tea is not hot\n']","[None]"
2024,11,102,"strings",23,not_bad,"['Its bad yet not']","[]","['Its bad yet not\n']","[None]"
2024,11,102,"strings",24,front_back,"['abcd', 'xy']","[]","['abxcdy\n']","[None]"
2024,11,102,"strings",25,front_back,"['abcde', 'xyz']","[]","['abcxydez\n']","[None]"
2024,11,102,"strings",26,front_back,"['Kitten', 'Donut']","[]","['KitDontenut\n']","[None]"
